ID	Type	Name	Value
220.EN	-	dead fish	0
219.JP	-	頑丈なロープ	0
219.EN	-	tight rope	0
218.JP	-	鉢	0
218.EN	-	bowl	0
217.JP	-	空っぽの鉢	0
217.EN	-	empty bowl	0
216.JP	-	バスケット	0
216.EN	-	basket	0
215.JP	lot	たくさんの空のビン	0
215.EN	lot	empty bottles	0
214.JP	-	鉱石の欠片	0
214.EN	-	ore piece	0
213.JP	-	長槍	0
213.EN	-	spear	0
212.JP	-	杖	0
212.EN	-	staff	0
211.JP	-	鎌	0
211.EN	-	sickle	0
210.JP	-	小石	0
210.EN	-	stone	0
209.JP	scroll	解呪の巻物	0
209.EN	scroll	uncurse	0
208.JP	-	途方も価値のない錆びた偽物の金塊	0
208.EN	-	worthless fake gold bar	0
207.JP	-	《異形の森の弓》	0
207.EN	-	<Bow of Vinderre>	0
206.JP	-	《エーテルダガー》	0
206.EN	-	<Ether Dagger>	0
205.JP	bottle	ウィスキー	0
205.EN	bottle	whisky	0
204.JP	-	死体	0
204.EN	-	corpse	0
203.JP	rod	癒しの杖	0
203.EN	rod	cure	0
202.JP	rod	千里眼の杖	0
202.EN	rod	magic mapping	0
201.JP	-	レッチョ	0
201.EN	-	leccho	0
200.JP	-	ウリ	0
200.EN	-	melon	0
199.JP	-	カボチャ	0
199.EN	-	squash	0
198.JP	-	グリーンピース	0
198.EN	-	green pea	0
197.JP	-	レモン	0
197.EN	-	lemon	0
196.JP	-	夏ミカン	0
196.EN	-	tangerine	0
195.JP	-	クッチェ	0
195.EN	-	qucche	0
194.JP	-	万色フルーツ	0
194.EN	-	rainbow fruit	0
193.JP	-	薬草	0
193.EN	-	healthy leaf	0
192.JP	-	苺	0
192.EN	-	strawberry	0
191.JP	-	アピの実	0
191.EN	-	api nut	0
190.JP	-	イーモ	0
190.EN	-	imo	0
189.JP	-	食器の山	0
189.EN	-	dish	0
188.JP	-	レタス	0
188.EN	-	lettuce	0
187.JP	-	さつまいも	0
187.EN	-	sweet potato	0
186.JP	-	大根	0
186.EN	-	radish	0
185.JP	-	キャロット	0
185.EN	-	carrot	0
184.JP	-	グアバ	0
184.EN	-	guava	0
183.JP	-	さくらんぼ	0
183.EN	-	cherry	0
182.JP	-	キウイ	0
182.EN	-	kiwi	0
181.JP	-	ブドウ	0
181.EN	-	grape	0
180.JP	-	リンゴ	0
180.EN	-	apple	0
179.JP	-	山菜	0
179.EN	-	edible wild plant	0
178.JP	-	アロエ	0
178.EN	-	aloe	0
177.JP	-	クワパナ	0
177.EN	-	quwapana	0
176.JP	rod	鈍足の杖	0
176.EN	rod	slow	0
175.JP	rod	稲妻の軌跡の杖	0
175.EN	rod	lightning bolt	0
174.JP	-	二段ベッド	0
174.EN	-	bunk bed	0
173.JP	-	噴水	0
173.EN	-	fountain	0
172.JP	-	儀式用の祭壇	0
172.EN	-	ceremony altar	0
171.JP	-	祭壇	0
171.EN	-	altar	0
170.JP	-	古めかしい墓	0
170.EN	-	old grave	0
169.JP	-	古墳	0
169.EN	-	ancient tomb	0
168.JP	-	荘厳な墓	0
168.EN	-	solemn tomb	0
167.JP	-	新品の墓	0
167.EN	-	brand new grave	0
166.JP	grave	花で飾られた墓	0
166.EN	grave	ornamented with flowers	0
165.JP	-	崩れた墓	0
165.EN	-	crumbled grave	0
164.JP	-	風化した墓	0
164.EN	-	collapsed grave	0
163.JP	-	絹の生地	0
163.EN	-	silk cloth	0
162.JP	-	散らばった衣類	0
162.EN	-	messy cloth	0
161.JP	-	工具	0
161.EN	-	carpenter's tool	0
160.JP	-	裁縫セット	0
160.EN	-	sewing kit	0
159.JP	-	単なる棚	0
159.EN	-	simple shelf	0
158.JP	-	絢爛な燭台	0
158.EN	-	gorgeous candlestick	0
157.JP	-	上品なテーブル	0
157.EN	-	elegant table	0
156.JP	-	狭い食卓	0
156.EN	-	narrow dining table	0
155.JP	-	コンロ付き調理台	0
155.EN	-	kitchen oven	0
154.JP	-	流し台	0
154.EN	-	sink	0
153.JP	-	調理台	0
153.EN	-	kitchen	0
152.JP	lot	飲みきれないほどの酒	0
152.EN	lot	alcohols	0
151.JP	-	名工本棚	0
151.EN	-	craft book shelf	0
150.JP	-	名工箪笥	0
150.EN	-	craft rack	0
149.JP	lot	本の山	0
149.EN	lot	books	0
148.JP	-	散らかった本	0
148.EN	-	disorderly books	0
147.JP	-	鎧の像	0
147.EN	-	armor statue	0
146.JP	-	飾られた鎧	0
146.EN	-	decorated armor	0
145.JP	-	飾られた服	0
145.EN	-	decorated clothing	0
144.JP	bundle	武器の束	0
144.EN	bundle	weapons	0
143.JP	bundle	たくさんの弓	0
143.EN	bundle	bows	0
142.JP	-	調理機	0
142.EN	-	food maker	0
141.JP	-	地図	0
141.EN	-	map	0
140.JP	-	絵描き道具	0
140.EN	-	painting tools	0
139.JP	-	花で飾られた柱	0
139.EN	-	flower adorned pillar	0
138.JP	-	植物で飾られた柱	0
138.EN	-	plant adorned pillar	0
137.JP	-	カーネーションの花	0
137.EN	-	carnation	0
136.JP	-	猫じゃらし	0
136.EN	-	foxtail grass	0
135.JP	-	アネモネの花	0
135.EN	-	anemone	0
134.JP	-	ネリネの花	0
134.EN	-	nerine	0
133.JP	-	ガザニアの花	0
133.EN	-	gazania	0
132.JP	-	サルビアの花	0
132.EN	-	sage	0
131.JP	-	大きい観葉植物	0
131.EN	-	large decorative plant	0
130.JP	-	木香薔薇	0
130.EN	-	banks' rose	0
129.JP	-	小さい観葉植物	0
129.EN	-	small decorative plant	0
128.JP	-	魔法陣	0
128.EN	-	magic circle	0
127.JP	-	錬金術の道具	0
127.EN	-	alchemy tools	0
126.JP	-	ビーカー	0
126.EN	-	beaker	0
125.JP	rod	生命の杖	0
125.EN	rod	life	0
124.JP	-	パンの陳列棚	0
124.EN	-	bread display	0
123.JP	rod	炎の衝撃の杖	0
123.EN	rod	fire bolt	0
122.JP	rod	氷の視線の杖	0
122.EN	rod	ice bolt	0
121.JP	rod	サモンモンスターの杖	0
121.EN	rod	summon monsters	0
120.JP	rod	マジックミサイルの杖	0
120.EN	rod	magic missile	0
119.JP	rod	軽傷治療の杖	0
119.EN	rod	cure minor wound	0
118.JP	spellbook	モンスター召喚の魔法書	0
118.EN	spellbook	summon monsters	0
117.JP	-	空のバスケット	0
117.EN	-	empty basket	0
116.JP	spellbook	ショートテレポートの魔法書	0
116.EN	spellbook	minor teleportation	0
115.JP	-	掲示板	0
115.EN	-	notice board	0
114.JP	-	道標	0
114.EN	-	signpost	0
113.JP	-	標識	0
113.EN	-	sign	0
112.JP	-	オーブン	0
112.EN	-	oven	0
111.JP	-	溶解炉	0
111.EN	-	smelter	0
110.JP	variety	いろんな洋服	0
110.EN	variety	clothes	0
109.JP	-	井戸	0
109.EN	-	well	0
108.JP	variety	いろんな雑貨	0
108.EN	variety	goods	0
107.JP	variety	いろんな道具	0
107.EN	variety	tools	0
106.JP	-	収納棚	0
106.EN	-	storage rack	0
105.JP	-	本たてつきの棚	0
105.EN	-	tidy bookshelf	0
104.JP	-	物置	0
104.EN	-	shed	0
103.JP	-	食器棚	0
103.EN	-	cupboard	0
102.JP	-	安物の椅子	0
102.EN	-	cheap chair	0
101.JP	-	四角い椅子	0
101.EN	-	square chair	0
100.JP	-	ポーションの棚	0
100.EN	-	potion rack	0
99.JP	-	勉強机	0
99.EN	-	writing desk	0
98.JP	-	開いているつぼ	0
98.EN	-	open vase	0
97.JP	-	密封されたつぼ	0
97.EN	-	sealed vase	0
96.JP	-	金床	0
96.EN	-	anvil	0
95.JP	-	飾り物の鎧	0
95.EN	-	ornamental armor	0
94.JP	-	ランタン	0
94.EN	-	lantern	0
93.JP	-	つるはし	0
93.EN	-	pickaxe	0
92.JP	-	お洒落な椅子	0
92.EN	-	stylish chair	0
91.JP	-	タル	0
91.EN	-	barrel	0
90.JP	-	バーテーブルβ	0
90.EN	-	bar table beta	0
89.JP	-	バーテーブルα	0
89.EN	-	bar table alpha	0
88.JP	-	グランドピアノ	0
88.EN	-	grand piano	0
87.JP	-	色とりどりの装飾品	0
87.EN	-	various accessories	0
86.JP	-	たくさんの雑貨	0
86.EN	-	goods	0
85.JP	-	様々な鎧	0
85.EN	-	armor	0
84.JP	-	ダイニングテーブル	0
84.EN	-	dining table	0
83.JP	-	モダンテーブル	0
83.EN	-	modern table	0
82.JP	-	玩具	0
82.EN	-	toy	0
81.JP	-	ぬいぐるみ	0
81.EN	-	plush doll	0
80.JP	-	安物ベッド	0
80.EN	-	cheap bed	0
79.JP	-	高級箪笥	0
79.EN	-	luxury drawer	0
78.JP	-	普通の本棚	0
78.EN	-	bookshelf	0
77.JP	-	丸椅子	0
77.EN	-	round chair	0
76.JP	potion	聖なる癒し手ジュアのポーション	0
76.EN	potion	sacred healer <Jure>	0
75.JP	potion	白き癒し手エリスのポーション	0
75.EN	potion	white healer <Eris>	0
74.JP	potion	癒し手オディナのポーション	0
74.EN	potion	healer <Odina>	0
73.JP	-	《ラグナロク》	0
73.EN	-	<Ragnarok>	0
72.JP	potion	癒し手のポーション	0
72.EN	potion	healer	0
71.JP	potion	体力回復のポーション	0
71.EN	potion	vitality	0
70.JP	potion	致命傷治癒のポーション	0
70.EN	potion	cure critical wound	0
69.JP	potion	重傷治癒のポーション	0
69.EN	potion	cure major wound	0
68.JP	potion	軽傷治癒のポーション	0
68.EN	potion	cure minor wound	0
67.JP	-	装飾首輪	0
67.EN	-	decorative amulet	0
66.JP	-	腰当	0
66.EN	-	girdle	0
65.JP	-	軽外套	0
65.EN	-	light cloak	0
64.JP	-	《モーンブレイド》	0
64.EN	-	<Mournblade>	0
63.JP	-	《虚無の大鎌》	0
63.EN	-	<Scythe of the Void>	0
62.JP	-	弾丸	0
62.EN	-	bullet	0
61.JP	-	矢束	0
61.EN	-	arrow	0
60.JP	-	拳銃	0
60.EN	-	pistol	0
59.JP	-	騎士盾	0
59.EN	-	knight shield	0
58.JP	-	長弓	0
58.EN	-	long bow	0
57.JP	-	《斬鉄剣》	0
57.EN	-	<Zantetsuken>	0
56.JP	-	《ディアボロス》	0
56.EN	-	<Diablos>	0
55.JP	-	プラチナ硬貨	0
55.EN	-	platinum coin	0
54.JP	-	金貨	0
54.EN	-	gold piece	0
53.JP	-	石碑	0
53.EN	-	tombstone	0
52.JP	-	骸	0
52.EN	-	skeleton	0
51.JP	-	骨	0
51.EN	-	bone fragment	0
50.JP	-	折れた刃	0
50.EN	-	broken sword	0
49.JP	-	旗	0
49.EN	-	flag	0
48.JP	-	かがり台	0
48.EN	-	brazier stand	0
47.JP	-	洗物	0
47.EN	-	washings	0
46.JP	-	割れたつぼ	0
46.EN	-	broken vase	0
45.JP	-	クズ	0
45.EN	-	garbage	0
44.JP	-	クズ石	0
44.EN	-	junk stone	0
43.JP	-	木片	0
43.EN	-	wood chips	0
42.JP	-	ダイヤモンドの原石	0
42.EN	-	raw diamond ore	0
41.JP	-	エメラルドの原石	0
41.EN	-	raw emerald ore	0
40.JP	-	ミカ	0
40.EN	-	mica ore	0
39.JP	-	ルビナスの原石	0
39.EN	-	raw rubynus ore	0
38.JP	-	金塊	0
38.EN	-	gold bar	0
37.JP	-	太陽の結晶	0
37.EN	-	sun crystal	0
36.JP	-	魔力の結晶	0
36.EN	-	mana crystal	0
35.JP	-	大地の結晶	0
35.EN	-	earth crystal	0
34.JP	spellbook	ライトニングボルトの魔法書	0
34.EN	spellbook	lightning bolt	0
33.JP	spellbook	ファイアボルトの魔法書	0
33.EN	spellbook	fire bolt	0
32.JP	spellbook	アイスボルトの魔法書	0
32.EN	spellbook	ice bolt	0
31.JP	bottle	クリムエール	0
31.EN	bottle	crim ale	0
30.JP	-	睡眠薬	0
30.EN	-	sleeping drug	0
29.JP	potion	麻痺のポーション	0
29.EN	potion	paralysis	0
28.JP	potion	混乱のポーション	0
28.EN	potion	confusion	0
27.JP	potion	盲目のポーション	0
27.EN	potion	blindness	0
26.JP	bottle	汚水	0
26.EN	bottle	dirty water	0
25.JP	-	バグの本	0
25.EN	-	bugged book	0
24.JP	-	本	0
24.EN	-	book	0
23.JP	-	本	0
23.EN	-	book	0
22.JP	spellbook	解呪の魔法書	0
22.EN	spellbook	uncurse	0
21.JP	spellbook	鑑定の魔法書	0
21.EN	spellbook	identify	0
20.JP	spellbook	テレポートの魔法書	0
20.EN	spellbook	teleportation	0
19.JP	rod	テレポートの杖	0
19.EN	rod	teleportation	0
18.JP	rod	鑑定の杖	0
18.EN	rod	identify	0
17.JP	scroll	インコグニートの巻物	0
17.EN	scroll	incognito	0
16.JP	scroll	テレポートの巻物	0
16.EN	scroll	teleportation	0
15.JP	scroll	神託の巻物	0
15.EN	scroll	oracle	0
14.JP	scroll	鑑定の巻物	0
14.EN	scroll	identify	0
13.JP	-	装飾の指輪	0
13.EN	-	decorative ring	0
12.JP	-	合成靴	0
12.EN	-	composite boots	0
11.JP	-	重靴	0
11.EN	-	heavy boots	0
10.JP	-	厚篭手	0
10.EN	-	thick gauntlets	0
9.JP	-	細工篭手	0
9.EN	-	decorated gloves	0
8.JP	-	法衣	0
8.EN	-	robe	0
7.JP	-	鎧	0
7.EN	-	breastplate	0
6.JP	-	フェアリーハット	0
6.EN	-	fairy hat	0
5.JP	-	魔法帽	0
5.EN	-	magic hat	0
4.JP	-	棍棒	0
4.EN	-	club	0
3.JP	-	手斧	0
3.EN	-	hand axe	0
2.JP	-	短剣	0
2.EN	-	dagger	0
1.JP	-	長剣	0
1.EN	-	long sword	0
0.JP	-	黄金	0
0.EN	-	gold bar	0
